subawardee_uei,subawardee_name,entity_url,company_linkedin_url
M227DFMCJY67,INTUITIVE RESEARCH AND TECHNOLOGY CORPORATION,http://www.irtc-hq.com,https://linkedin.com/company/intuitiveresearch
M23WHK6U2RJ3,"TYLER FEDERAL, LLC",www.tylertech.com,https://linkedin.com/company/tyler-technologies
M25AW7P5S7K7,THE BOEING COMPANY,http://www.boeing.com/,https://linkedin.com/company/boeing
M272P7XFJNN7,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,,
M27WKGN2NK96,"QUALITY MANUFACTURING SERVICES, INC",www.qmscfl.com,https://linkedin.com/company/quality-manufacturing-services-inc-
M28TRJ74D256,AZ UNLIMITED CONSTRUCTION LLC,www.azunlimited.com,
M295Q1BGTPB6,"POWER TEST, LLC",www.powertestdyno.com,https://linkedin.com/company/power-test-inc-
M2ANFUEVX465,ORCHID TECHNOLOGIES INC,www.orchidtech.com,https://linkedin.com/company/orchid-technologies
M2CWYHH47CH4,FUTURES WITHOUT VIOLENCE,futureswithoutviolence.org,https://linkedin.com/company/futures-without-violence
M2DFWWCY4N81,TRANSDIGM INC,www.adelwiggins.com,https://linkedin.com/company/adelwigginsgroup
M2F7G6H73FL3,"OTAK, INC.",www.otak.com,https://linkedin.com/company/otak
M2FYKG7HP723,GENERAL ELECTRIC COMPANY,http://www.geaerospace.com,https://linkedin.com/company/geaerospace
M2G9MANNPVT7,"PROVAC SALES, INC",http://www.provac.com/,https://linkedin.com/company/provac-sales
M2J2E72FF9B2,SYSTEMSWORK INTERNATIONAL LLC,www.u3systemswork.com,https://linkedin.com/company/u3systemsworkinternational
M2JEMZNJW4G7,"K2 FIRM, LLC",http://www.k2firm.com,https://linkedin.com/company/k2-firm-llc
M2LAEWBHM9W4,"B & M MASONRY, INC.",,
M2MDNK9BMWE3,"ORBIT COMMUNICATION SYSTEMS, INC.",www.orbit-cs-usa.com,https://linkedin.com/company/orbit-communication-systems-inc
M2R1EHNKL253,"INTERNATIONAL ARCHAEOLOGY, LLC",www.iaoceania.com,
M2RTJBWDMS91,"W.A. CHESTER, L.L.C.",,
M2S4MH6F5JL9,JAYNES CORPORATION,,
M2TWG1JBED21,"RADCO, INC.",,
M2WTH1QNRD95,"CUSTOM STAINLESS ENCLOSURES, INC",,
M2X9XYDRRAT8,KALP TARU SOLUTIONS LLC,,
M2XAYNY2P889,"POWELL ELECTRONICS, INC.",https://www.powell.com,https://linkedin.com/company/powell-electronics
M317DBPYXPJ3,FASTENAL COMPANY,,
M329SAY3YAL4,"SOURCE MANAGEMENT, INC.",https://www.sourceot.com,https://linkedin.com/company/source-office-products
M336EV5K3YZ3,AMERICAN ENGINEERING CORPORATION,www.aec-japan.co.jp,https://linkedin.com/company/american-engineering-corporation-aec-japan-
M336MAMFLXM1,ELLISYS CORP,http://www.ellisys.com,https://linkedin.com/company/ellisys
M33LHLK4UN85,"IVISION, INC.",http://www.ivisionconsulting.com,https://linkedin.com/company/ivision-inc
M33RDNML7LD3,FWG SOLUTIONS INC,https://fwgsolutions.com/,https://linkedin.com/company/fwg-solutions
M34VC7UDBDE6,"ADL EMBEDDED SOLUTIONS, INC.",https://www.adl-usa.com,https://linkedin.com/company/adl-embedded-solutions
M34XAS4TJHL1,STEIGER DYNAMICS LLC,www.steigerdynamics.com,https://linkedin.com/company/steiger-dynamics-llc
M354RK2MFJL9,VANDERLANDE INDUSTRIES INC.,http://www.vanderlande.com,https://linkedin.com/company/vanderlande
M35GH3D51MH6,CLAUSS CONSTRUCTION,http://www.claussconstruction.com,https://linkedin.com/company/clauss-construction
M3DSAMDJMXY8,"THOMAS INSTRUMENT, INCORPORATED",http://www.thomasinstrument.com,https://linkedin.com/company/thomas-instrument
M3EEGXBXLMP4,"WORKCARE, INC.",http://www.workcare.com,https://linkedin.com/company/workcare-inc-
M3EFASR74Y88,AYUDA COMPANIES,https://www.ayudacompanies.com,https://linkedin.com/company/ayuda-companies
M3ERUKB9BCA6,"MAPCO, INC",,
M3F3N7LEJZD5,INTEL FEDERAL LLC,,
M3F8L7KDJ2N5,"ADVANCED TORQUE PRODUCTS, LLC",www.AdvancedTorque.com,https://linkedin.com/company/advanced-torque-products
M3GAMC7MU5Y5,SCORPION SECURITY SERVICES LLC,scorpionsecurity.net,
M3GAQBN4BWH6,HUDSONALPHA INSTITUTE FOR BIOTECHNOLOGY,www.hudsonalpha.org,https://linkedin.com/company/hudsonalpha-institute-for-biotechnology
M3GPJ7FG59U7,"ADVANCE EMPLOYEE INTELLIGENCE, LLC",www.aeicompany.com,https://linkedin.com/company/advance-employee-intelligence-llc
M3HNK3FNQ8M1,CRAIG TECHNICAL CONSULTING INC,www.craigtechinc.com,https://linkedin.com/company/craig-technologies
M3KHEEYRM1S6,CHILDREN'S RESEARCH INSTITUTE,http://www.childrensnational.org/,https://linkedin.com/company/children's-national-medical-center
M3LXM7QKQEN1,PERFORMANCE ROOFING INC,http://www.abestroofing.com,https://linkedin.com/company/a-best-roofing-tulsa
M3MMUF255NY1,VIVALDI BIOSCIENCES INC.,www.vivaldibiosciences.com,https://linkedin.com/company/vivaldi-biosciences-inc-
M3NTWT3ANC39,HORIZON DISTRIBUTION INC,www.horizondistribution.com,https://linkedin.com/company/horizondistribution
M3Q9CGNCLZA9,HIGHWAY EQUIPMENT COMPANY,www.highway-equipment.com,https://linkedin.com/company/highway-equipment-co-
M3RMX2BJWLL5,FRED & SONS INC,www.fredandsonsinc.com,https://linkedin.com/company/fred-&-sons-inc.
M3RYEADSETP7,"WINGSWEPT, LLC",https://www.wingswept.com,https://linkedin.com/company/wingswept
M3S7QKFTB3W5,"ALVAREZ & MARSAL FEDERAL, LLC",https://www.alvarezandmarsal.com/federal,https://linkedin.com/company/alvarez-&-marsal
M3UQMF7QPU49,Q-TECH CORP,WWW.Q-TECH.COM,https://linkedin.com/company/qtechcorporation
M3VMMKVPDGK3,VOLTICAN INC.,https://www.voltican.com,https://linkedin.com/company/voltican
M3XYWJ56WCV4,COLEHOUR + COHEN INC.,http://www.cplusc.com,https://linkedin.com/company/colehour---cohen
M3Z2GC9ELK25,INFOMARINES INC.,https://www.infomarines.com,https://linkedin.com/company/infomarines
M3ZNG4NP33E8,STEVENS CENTER MANAGEMENT COMPANY,,
M42FB4JKXQS4,"SHERWOOD AVIONICS AND ACCESSORIES, INC.",http://www.sherwoodaviation.com/,https://linkedin.com/company/sherwood-aviation
M44TGLVY8LQ1,"MILPOWER SOURCE, INC.",www.milpower.com,https://linkedin.com/company/milpowersource
M451MX4QT2B5,CADG ENGINEERING PTE. LTD.,www.cadg.com,https://linkedin.com/company/central-asia-development-group-cadg-
M45GF2X8JRN9,ECO TEC INC,http://www.adsorbit.com,https://linkedin.com/company/eco-tec-inc.
M467BSNHK9J8,KATO ENGINEERING INC.,,
M46UYYHVH4B1,"AFFIGENT, LLC",http://www.Affigent.com,https://linkedin.com/company/affigent-llc
M47BF35WGFC5,"ETHOS SYSTEMS, INC.",https://www.ethossystems.com/,https://linkedin.com/company/learntowin
M481QF2X37W5,"ROCKET COMMUNICATIONS, INC",http://www.rocketcom.com,https://linkedin.com/company/rocket-communications
M48HRNYWNUD7,LOC PERFORMANCE PRODUCTS LLC,www.locper.com,
M49FJ6JK49N4,BIRD ELECTRIC CORPORATION,www.birdelectric.com,https://linkedin.com/company/bird-electric-corporation
M4A7M2QEYB14,SERVICIOS INCORPORADOS DE CONSERJERIA SOCIEDAD ANONIMA,,
M4ABVH8SZB43,NEXGEN CRANE AND RIGGING,,
M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",https://www.gemssensors.com/,https://linkedin.com/company/gems-sensors
M4ASRFB1DHT8,ASCEND GLOBAL SUPPORT LLC,www.ascendglobalsupport.com,https://linkedin.com/company/ascend-global-support
M4BHFR4QMUL5,NALCO COMPANY LLC,www.ecolab.com/nalco-water,https://linkedin.com/company/ecolab
M4ENCXYUNPK1,NATIONAL CONSULTING PARTNERS LLC,ncp-llc.com,https://linkedin.com/company/national-consulting-partners
M4FCMXZKG1M1,ABB INC,www.abb.com,
M4HHQ78LJBQ8,"HATFIELD AND COMPANY, INC.",www.hatfieldandcompany.com,https://linkedin.com/company/hatfield-and-company-inc
M4JUCVDCBA98,"PRO-TEM, INC.",www.pti-sys.com,
M4KDZ8GCL7J4,"HOPEWELL DESIGNS, INC.",www.hopewelldesigns.com,https://linkedin.com/company/hopewell-designs-inc
M4KXURALL5N5,MATERION ADVANCED CHEMICALS INC,http://www.materion.com,https://linkedin.com/company/materion-corporation
M4MPNGLVPA67,HELIGEAR ACQUISITION CO.,,
M4N8GKXCL9A4,"WARRIORS SOLUTIONS GROUP, LLC",http://www.getwarriors.com,
M4NEX9DKKHY1,"W. W. GAY MECHANICAL CONTRACTOR, INC.",http://www.wwgmc.com/,https://linkedin.com/company/wwgaymechanicalcontractorinc
M4QUHJT9JAX6,"CYPRESS TECHNOLOGY ADVISORS, LLC",www.cypresstechadvisors.com,https://linkedin.com/company/cypress-technology-advisors
M4RVYNJZN1Y3,PELICAN ASSETS CONSULTING LLC,,
M4TNKR1BMB64,LUSTER NATIONAL INC,http://www.luster.com//,https://linkedin.com/company/luster-national-inc
M4V3L78CHLL4,"CHICKASAW CREEK TERMINAL, LLC",https://zarzourco.com/chickasaw-marine-terminal/,
M4VAJMDJJ2V6,MITCHELL ACOUSTICS & DRYWALL INC,mitchellacoustics.net,
M4VJYL9JA8A9,MYSTERY RANCH LLC,www.mysteryranch.com,https://linkedin.com/company/mystery-ranch
M4WJHLJG6QB9,"ENGINEERING/REMEDIATION RESOURCES GROUP, INC.",http://www.errg.com,https://linkedin.com/company/errg
M4XCCVPAD4C1,HUBFIRST LLC,www.HUBFirst.com,https://linkedin.com/company/hubfirst
M53JNJ9H9AY3,INTERNATIONAL BUSINESS MACHINES CORPORATION,www.ibm.com,https://linkedin.com/company/ibm
M53XLLUXH5K6,JACOBS TECHNOLOGY INC.,,
M546TYMAHCT5,"CONTRACT DECOR, INC.",,
M54THB4JG6J5,"SOUTHERN GAS AND SUPPLY OF BIRM., L.L.C.",,
M553NMG2GTR6,NORTECH SYSTEMS INC,http://www.nortechsys.com,https://linkedin.com/company/nortech-systems
M562SYA4Y3N5,API GROUP LIFE SAFETY USA LLC,,
M565EYSP9Z85,"TEX-TECH INDUSTRIES, INC.",,
M566D4KK3WH3,XACT TECHNOLOGIES USA CORPORATION,www.xactusa.com,
M58FN1ML81K7,1 SYNC PYRAMID LLC,,
M58LEABVSS17,"TIBIDABO SCIENTIFIC INDUSTRIES (USA), INC.",,
M5A4J84PNFU1,WESTONE LOGISTICS LLC,http://westonelogistics.com,https://linkedin.com/company/westone-logistics-llc
M5AYZAUFNNL7,VENTECH/SNAP JOINT VENTURE LLC,,
M5C4LNY7F9C4,VIDIZMO LLC,www.vidizmo.ai,https://linkedin.com/company/vidizmo
M5C5RAM7NN89,BOUND TREE MEDICAL LLC,http://www.boundtree.com,https://linkedin.com/company/bound-tree-medical
M5CCTLDK2SU3,OASIS SYSTEMS LLC,,
M5F4KN9X3757,GOODRICH CORPORATION,https://www.collinsaerospace.com/,https://linkedin.com/company/collins-aerospace
M5GPAK8VC133,"EIGHT ELEVEN GROUP, LLC",http://www.eightelevengroup.com,https://linkedin.com/company/eight-eleven-group
M5H1RV1KFDY1,"STUDIO SCIENCE, LLC",,
M5HBU5ZXNN81,"SCI TECHNOLOGY, INC",http://www.sci.com,https://linkedin.com/company/sci-technology
M5JUJZNAZTA4,GRAVIS TECHNOLOGIES INC,http://gravistech.com,https://linkedin.com/company/gravis-tech
M5K5JUQ3NRG9,GREENMAN-PEDERSEN INC,http://www.gpinet.com,https://linkedin.com/company/greenman-pedersen-inc-
M5LEC1NKCML7,"PIVOT PATH SOLUTIONS, LLC",https://www.pivotpathsolutions.com/,https://linkedin.com/company/pivot-path-solutions
M5LUG7KAKEJ4,"BOWHEAD ENTERPRISE, SCIENCE AND TECHNOLOGY, LLC",www.bowhead.com,https://linkedin.com/company/bowheadfamilyofcompanies
M5MTP4EXQYD6,VIRPIE INC.,www.virpietech.com,https://linkedin.com/company/virpie-inc
M5N8FN5LBTV1,DCAA CENTRAL REGION,,
M5NBHSLTLKH3,AEI ELECTRIC LLC,,
M5NWCBJCKST7,"MANAGEMENT SYSTEMS INTERNATIONAL, INC.",http://www.msiworldwide.com,https://linkedin.com/company/management-systems-international
M5Q1LEJV64M5,SOLAS GROUP LLC,,
M5SDAVB9VN79,FRANKLIN MILLER INC,www.franklinmiller.com,https://linkedin.com/company/franklin-miller
M5SZJ6VHUHN8,NEW YORK UNIVERSITY,http://www.med.nyu.edu/,https://linkedin.com/company/vilcek-institute-of-graduate-biomedical-sciences
M5T2FAEG6T65,ALLIANCE OPTIX INC,https://allianceoptix.com,https://linkedin.com/company/allianceoptix
M5T9V4YAGNM5,"CUBRC, INC.",http://www.cubrc.org,https://linkedin.com/company/cubrc
M5TNW5JEM9P1,ASOCIACION EXPEDIENTE ABIERTO,www.expedienteabierto.org,https://linkedin.com/company/expediente-abierto
M5U6MGEKZ568,"PERFORMANCE PLASTICS, LTD",www.pexco.com,https://linkedin.com/company/pexco
M5ULTXBAT8M4,"DONATINI, INC.",www.johnsonhicksmarine.com,https://linkedin.com/company/johnson-hicks-marine-electronics
M5UMK3V4RDN8,THALES ALENIA SPACE ITALIA S.P.A.,https://www.thalesgroup.com,https://linkedin.com/company/thales
M5W7KZTMJLK5,OKLAHOMA STATE UNIVERSITY,http://www.osuokc.edu,https://linkedin.com/company/osu-okc
M5XKJ7HQ8SK9,"INDOFF, LLC",http://www.indoff.com,https://linkedin.com/company/indoff-inc
M621ZN8BFPR6,"NEURO LOGIC SYSTEMS, INC",http://www.NLSdisplays.com,https://linkedin.com/company/neuro-logic-systems-inc.
M63BKNNVF6J3,BIRD ELECTRONIC CORPORATION,http://www.birdrf.com/,https://linkedin.com/company/birdrf
M64TAHG7FYN5,"IGNITE DIGITAL FEDERAL SERVICES, LLC",www.ignite-digital.com,https://linkedin.com/company/ignite-digital-services
M66HFSY33PG7,"V-TECH SOLUTIONS, INC",http://www.v-techsolutions.net,https://linkedin.com/company/v-tech-solutions-inc
M6ABRVJF2L68,"AVNET, INC.",,
M6B3ESN4N398,"JOMEGA, LLC",,
M6BRZ1FHEZQ1,THE BOEING COMPANY,http://www.boeing.com,https://linkedin.com/company/boeing
M6CTHGC91RG4,"MARTINEZ AND TUREK, INC.",http://www.martinezandturek.com/,
M6DDZ23QKFM1,"CROMWELL ARCHITECTS ENGINEERS, INC.",,
M6HVSDJHABU1,AADS OFFICE SOLUTIONS INT'L LLC,www.shopaads.com,https://linkedin.com/company/aads-office-solutions
M6JPCMP3LNA6,MAGNA STEYR FAHRZEUGTECHNIK GMBH & CO KG,,
M6JVSYRQRYM9,LUNA LABS USA LLC,https://lunalabs.us/,https://linkedin.com/company/luna-labs-us
M6KCXTSLGRM9,KITCO LLC,https://www.wencor.com/kitco-defense/,https://linkedin.com/company/wencor
M6KJFKJUYZK4,"STELLAR INDUSTRIAL SUPPLY, INC.",www.stellarindustrial.com,https://linkedin.com/company/stellar-industrial-supply
M6LGD89GLRB6,COLLIER GEOPHYSICS LLC,https://colliergeophysics.com/,
M6MUQYQAETC4,AERONET INC,www.aeronet.com,https://linkedin.com/company/aeronet
M6N8EM57NLL3,PARKER-HANNIFIN CORPORATION,http://www.parker.com/,https://linkedin.com/company/parker-hannifin
M6PJVWXGQGM3,"PREFERRED CONSTRUCTION SERVICES, INC.",,
M6PUQJ9ARQE5,FRONIUS USA LLC,www.fronius-usa.com,https://linkedin.com/company/fronius-usa
M6QXLD9AVAL8,PARKER TIDE LLC,http://www.ParkerTide.com,https://linkedin.com/company/parker-tide-corp
M6R5GTYXL8A1,"LEARNING AS LEADERSHIP, INC.",http://www.learnaslead.com,https://linkedin.com/company/learning-as-leadership
M6RAC9BAJ2K6,"CONNINGTONSNOW, LLC",,
M6S5K45ACG78,"ANTENNA TECHNOLOGY COMMUNICATIONS, INC.",www.atci.com,https://linkedin.com/company/atci
M6U4K8S3KMK3,CRUZ CONSTRUCTION INC,,
M6XZN7ZPGD17,"BLUE FORCE TECHNOLOGIES, LLC",www.anduril.com,https://linkedin.com/company/anduril
M6ZTA4NZGLQ5,ANDERSON METAL INDUSTRIES INC,http://www.andermet.com,https://linkedin.com/company/anderson-metal-industries-inc.
M72PKJMTLE25,"ATLANTIC DIGITAL, INC.",http://adiit.com,https://linkedin.com/company/atlantic-digital_1095565
M733AMAJG9B1,EM KEY SOLUTIONS INC,https://emkeysolutions.com,
M735AE1NHTP5,LEGACY PLATFORM,,
M73YRKYDXMC7,"TOEROEK ASSOCIATES, INC.",https://www.toeroek.com,https://linkedin.com/company/toeroek-associates
M746VC6XMNH9,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,https://www.rfsuny.org/,https://linkedin.com/company/rfsuny
M75DG5FWCDD1,"RCIS ENTERPRISES, LLC",www.rcisenterprises.com,https://linkedin.com/company/rcisenterprises-llc
M75NDN3F6DN8,"ACCURATE PERFORATING CO., INC.",www.accurateperforating.com,https://linkedin.com/company/accurate-perforating
M774VBEGJTM5,EUROFINS LANCASTER LABORATORIES LLC,https://www.eurofinsus.com/lancaster-labs/,
M77ELX31H8W5,HEX - RAYS SA,http://www.hex-rays.com,https://linkedin.com/company/hex-rays-sa
M77XCKWHLU68,CLADDAGH PAVING CORPORATION,http://www.claddaghpaving.com,https://linkedin.com/company/claddagh-paving-corp
M7ANM2M6BKS7,STELLANT SYSTEMS INC,http://www.stellantsystems.com,https://linkedin.com/company/stellantsystems
M7BYXEM48H85,GLOBAL COMMS EXCHANGE LLC,www.volitionrf.com,https://linkedin.com/company/volitionrf
M7CGMNS4L1L8,"CENTURYLINK COMMUNICATIONS, LLC",,
M7EATTRV2YT3,"ALLIANCE SPACESYSTEMS, LLC",www.appliedcomposites.com,https://linkedin.com/company/appliedcomposites1
M7F5YW9AN1E5,"POINT MACHINE, LLC",,
M7FFU98CBUV7,AK BUILT CONSTRUCTION & DESIGN LLC,,
M7G8ZHLVEFQ8,"SPARX TECHNOLOGIES, LLC",https://sparxeng.com,
M7HSW8MLEZF5,"CREAN & ASSOCIATES, INC.",https://creaninc.com/,https://linkedin.com/company/creaninc
M7K5HXXLKH55,HEROUX-DEVTEK INC.,,
M7KCJ79FAVH5,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS,www.lsuhsc.edu,https://linkedin.com/company/lsu-health-sciences-center
M7KUEGMEKNV4,"INTEGRATION TECHNOLOGIES GROUP, INC.",https://www.itgonline.com,https://linkedin.com/company/integration-technologies-group-inc
M7L6QRM22UN4,NAVMAR APPLIED SCIENCES CORP,http://www.nasc.com,https://linkedin.com/company/navmar-applied-sciences
M7MKJAE99XA2,LINDE INC.,http://www.linde.com,https://linkedin.com/company/linde
M7NJRVZDGKR9,"STRATEGIC VENTURES CONSULTING GROUP, LLC",www.sv-cg.com,https://linkedin.com/company/strategic-ventures-consulting-group
